activity,timestamp,case
Final Clarifier,1969-12-31 23:00:00+00:00,case_4090
Chlorine Contact Basin,1970-01-01 00:00:00+00:00,case_4090
Pond,1970-01-01 01:00:00+00:00,case_4090
De-chlorination Pond,1970-01-01 02:00:00+00:00,case_4090
Cascade Aerator,1970-01-01 03:00:00+00:00,case_4090
Coarse Screens,1969-12-31 16:00:00+00:00,case_1112
Fine Screens,1969-12-31 17:00:00+00:00,case_1112
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1112
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_1112
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_1112
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_1112
Dissolved-Air Flotation Thickening,1969-12-31 22:00:00+00:00,case_1112
Blend Tank,1969-12-31 23:00:00+00:00,case_1112
Anaerobic Digester,1970-01-01 00:00:00+00:00,case_1112
Coarse Screens,1969-12-31 16:00:00+00:00,case_2299
Fine Screens,1969-12-31 17:00:00+00:00,case_2299
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_2299
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_2299
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_2299
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_2299
Wastewater Centrifuge De-watering Thickening,1969-12-31 22:00:00+00:00,case_2299
Blend Tank,1969-12-31 23:00:00+00:00,case_2299
Anaerobic Digester,1970-01-01 00:00:00+00:00,case_2299
Coarse Screens,1969-12-31 16:00:00+00:00,case_7876
Fine Screens,1969-12-31 17:00:00+00:00,case_7876
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7876
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7876
Coarse Screens,1969-12-31 16:00:00+00:00,case_1469
Fine Screens,1969-12-31 17:00:00+00:00,case_1469
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1469
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_1469
Final Clarifier,1969-12-31 20:00:00+00:00,case_1469
Chlorine Contact Basin,1969-12-31 21:00:00+00:00,case_1469
Pond,1969-12-31 22:00:00+00:00,case_1469
De-chlorination Pond,1969-12-31 23:00:00+00:00,case_1469
Effluent Pumping Station,1970-01-01 00:00:00+00:00,case_1469
Coarse Screens,1969-12-31 16:00:00+00:00,case_1126
Fine Screens,1969-12-31 17:00:00+00:00,case_1126
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1126
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_1126
Final Clarifier,1969-12-31 20:00:00+00:00,case_1126
Chlorine Contact Basin,1969-12-31 21:00:00+00:00,case_1126
Pond,1969-12-31 22:00:00+00:00,case_1126
De-chlorination Pond,1969-12-31 23:00:00+00:00,case_1126
Effluent Pumping Station,1970-01-01 00:00:00+00:00,case_1126
Coarse Screens,1969-12-31 16:00:00+00:00,case_5005
Fine Screens,1969-12-31 17:00:00+00:00,case_5005
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5005
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_5005
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_5005
Wastewater Centrifuge De-watering Thickening,1969-12-31 21:00:00+00:00,case_5005
Blend Tank,1969-12-31 22:00:00+00:00,case_5005
Anaerobic Digester,1969-12-31 23:00:00+00:00,case_5005
Coarse Screens,1969-12-31 16:00:00+00:00,case_2722
Fine Screens,1969-12-31 17:00:00+00:00,case_2722
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_2722
Sludge Grinder,1969-12-31 19:00:00+00:00,case_2722
Blend Tank,1969-12-31 20:00:00+00:00,case_2722
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_2722
Storage Tank,1969-12-31 22:00:00+00:00,case_2722
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_2722
Coarse Screens,1969-12-31 16:00:00+00:00,case_4588
Fine Screens,1969-12-31 17:00:00+00:00,case_4588
Compacted Screenings,1969-12-31 18:00:00+00:00,case_4588
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_4588
Coarse Screens,1969-12-31 16:00:00+00:00,case_7854
Fine Screens,1969-12-31 17:00:00+00:00,case_7854
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_7854
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_7854
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_7854
Final Clarifier,1969-12-31 21:00:00+00:00,case_7854
Chlorine Contact Basin,1969-12-31 22:00:00+00:00,case_7854
Pond,1969-12-31 23:00:00+00:00,case_7854
De-chlorination Pond,1970-01-01 00:00:00+00:00,case_7854
Effluent Pumping Station,1970-01-01 01:00:00+00:00,case_7854
Coarse Screens,1969-12-31 16:00:00+00:00,case_1876
Fine Screens,1969-12-31 17:00:00+00:00,case_1876
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1876
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_1876
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_1876
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_1876
Bio-reactor Tanks,1969-12-31 22:00:00+00:00,case_1876
Wastewater Centrifuge De-watering Thickening,1969-12-31 23:00:00+00:00,case_1876
Blend Tank,1970-01-01 00:00:00+00:00,case_1876
Anaerobic Digester,1970-01-01 01:00:00+00:00,case_1876
Coarse Screens,1969-12-31 16:00:00+00:00,case_5552
Fine Screens,1969-12-31 17:00:00+00:00,case_5552
Compacted Screenings,1969-12-31 18:00:00+00:00,case_5552
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_5552
Coarse Screens,1969-12-31 16:00:00+00:00,case_5565
Fine Screens,1969-12-31 17:00:00+00:00,case_5565
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5565
Sludge Grinder,1969-12-31 19:00:00+00:00,case_5565
Blend Tank,1969-12-31 20:00:00+00:00,case_5565
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_5565
Coarse Screens,1969-12-31 16:00:00+00:00,case_8732
Fine Screens,1969-12-31 17:00:00+00:00,case_8732
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8732
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8732
Coarse Screens,1969-12-31 16:00:00+00:00,case_6372
Fine Screens,1969-12-31 17:00:00+00:00,case_6372
Compacted Screenings,1969-12-31 18:00:00+00:00,case_6372
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_6372
Coarse Screens,1969-12-31 16:00:00+00:00,case_7686
Fine Screens,1969-12-31 17:00:00+00:00,case_7686
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_7686
Sludge Grinder,1969-12-31 19:00:00+00:00,case_7686
Blend Tank,1969-12-31 20:00:00+00:00,case_7686
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_7686
Storage Tank,1969-12-31 22:00:00+00:00,case_7686
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_7686
Coarse Screens,1969-12-31 16:00:00+00:00,case_450
Fine Screens,1969-12-31 17:00:00+00:00,case_450
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_450
Sludge Grinder,1969-12-31 19:00:00+00:00,case_450
Blend Tank,1969-12-31 20:00:00+00:00,case_450
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_450
Storage Tank,1969-12-31 22:00:00+00:00,case_450
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_450
Coarse Screens,1969-12-31 16:00:00+00:00,case_5410
Fine Screens,1969-12-31 17:00:00+00:00,case_5410
Compacted Screenings,1969-12-31 18:00:00+00:00,case_5410
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_5410
Coarse Screens,1969-12-31 16:00:00+00:00,case_7114
Fine Screens,1969-12-31 17:00:00+00:00,case_7114
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7114
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7114
Coarse Screens,1969-12-31 16:00:00+00:00,case_5275
Fine Screens,1969-12-31 17:00:00+00:00,case_5275
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_5275
Sludge Grinder,1969-12-31 19:00:00+00:00,case_5275
Blend Tank,1969-12-31 20:00:00+00:00,case_5275
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_5275
Storage Tank,1969-12-31 22:00:00+00:00,case_5275
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_5275
Coarse Screens,1969-12-31 16:00:00+00:00,case_5661
Fine Screens,1969-12-31 17:00:00+00:00,case_5661
Compacted Screenings,1969-12-31 18:00:00+00:00,case_5661
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_5661
Coarse Screens,1969-12-31 16:00:00+00:00,case_2732
Fine Screens,1969-12-31 17:00:00+00:00,case_2732
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2732
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2732
Coarse Screens,1969-12-31 16:00:00+00:00,case_7807
Fine Screens,1969-12-31 17:00:00+00:00,case_7807
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7807
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7807
Coarse Screens,1969-12-31 16:00:00+00:00,case_5036
Fine Screens,1969-12-31 17:00:00+00:00,case_5036
Compacted Screenings,1969-12-31 18:00:00+00:00,case_5036
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_5036
Coarse Screens,1969-12-31 16:00:00+00:00,case_742
Fine Screens,1969-12-31 17:00:00+00:00,case_742
Compacted Screenings,1969-12-31 18:00:00+00:00,case_742
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_742
Coarse Screens,1969-12-31 16:00:00+00:00,case_6376
Fine Screens,1969-12-31 17:00:00+00:00,case_6376
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_6376
Sludge Grinder,1969-12-31 19:00:00+00:00,case_6376
Blend Tank,1969-12-31 20:00:00+00:00,case_6376
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_6376
Storage Tank,1969-12-31 22:00:00+00:00,case_6376
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_6376
Coarse Screens,1969-12-31 16:00:00+00:00,case_771
Fine Screens,1969-12-31 17:00:00+00:00,case_771
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_771
Sludge Grinder,1969-12-31 19:00:00+00:00,case_771
Blend Tank,1969-12-31 20:00:00+00:00,case_771
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_771
Coarse Screens,1969-12-31 16:00:00+00:00,case_1349
Fine Screens,1969-12-31 17:00:00+00:00,case_1349
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1349
Sludge Grinder,1969-12-31 19:00:00+00:00,case_1349
Blend Tank,1969-12-31 20:00:00+00:00,case_1349
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_1349
Coarse Screens,1969-12-31 16:00:00+00:00,case_6392
Fine Screens,1969-12-31 17:00:00+00:00,case_6392
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_6392
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_6392
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_6392
Gravity Thickening,1969-12-31 21:00:00+00:00,case_6392
Blend Tank,1969-12-31 22:00:00+00:00,case_6392
Anaerobic Digester,1969-12-31 23:00:00+00:00,case_6392
Coarse Screens,1969-12-31 16:00:00+00:00,case_2066
Fine Screens,1969-12-31 17:00:00+00:00,case_2066
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_2066
Sludge Grinder,1969-12-31 19:00:00+00:00,case_2066
Blend Tank,1969-12-31 20:00:00+00:00,case_2066
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_2066
Coarse Screens,1969-12-31 16:00:00+00:00,case_1188
Fine Screens,1969-12-31 17:00:00+00:00,case_1188
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1188
Sludge Grinder,1969-12-31 19:00:00+00:00,case_1188
Blend Tank,1969-12-31 20:00:00+00:00,case_1188
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_1188
Storage Tank,1969-12-31 22:00:00+00:00,case_1188
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_1188
Coarse Screens,1969-12-31 16:00:00+00:00,case_7740
Fine Screens,1969-12-31 17:00:00+00:00,case_7740
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_7740
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_7740
Dissolved-Air Flotation Thickening,1969-12-31 20:00:00+00:00,case_7740
Blend Tank,1969-12-31 21:00:00+00:00,case_7740
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_7740
Coarse Screens,1969-12-31 16:00:00+00:00,case_9262
Fine Screens,1969-12-31 17:00:00+00:00,case_9262
Compacted Screenings,1969-12-31 18:00:00+00:00,case_9262
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_9262
Coarse Screens,1969-12-31 16:00:00+00:00,case_119
Fine Screens,1969-12-31 17:00:00+00:00,case_119
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_119
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_119
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_119
Gravity Thickening,1969-12-31 21:00:00+00:00,case_119
Blend Tank,1969-12-31 22:00:00+00:00,case_119
Anaerobic Digester,1969-12-31 23:00:00+00:00,case_119
Coarse Screens,1969-12-31 16:00:00+00:00,case_1082
Fine Screens,1969-12-31 17:00:00+00:00,case_1082
Compacted Screenings,1969-12-31 18:00:00+00:00,case_1082
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_1082
Coarse Screens,1969-12-31 16:00:00+00:00,case_3541
Fine Screens,1969-12-31 17:00:00+00:00,case_3541
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3541
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_3541
Dissolved-Air Flotation Thickening,1969-12-31 20:00:00+00:00,case_3541
Blend Tank,1969-12-31 21:00:00+00:00,case_3541
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_3541
Storage Tank,1969-12-31 23:00:00+00:00,case_3541
Disposal to Landfill,1970-01-01 00:00:00+00:00,case_3541
Coarse Screens,1969-12-31 16:00:00+00:00,case_7460
Fine Screens,1969-12-31 17:00:00+00:00,case_7460
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7460
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7460
Coarse Screens,1969-12-31 16:00:00+00:00,case_8273
Fine Screens,1969-12-31 17:00:00+00:00,case_8273
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8273
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8273
Coarse Screens,1969-12-31 16:00:00+00:00,case_7271
Fine Screens,1969-12-31 17:00:00+00:00,case_7271
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_7271
Sludge Grinder,1969-12-31 19:00:00+00:00,case_7271
Blend Tank,1969-12-31 20:00:00+00:00,case_7271
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_7271
Storage Tank,1969-12-31 22:00:00+00:00,case_7271
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_7271
Coarse Screens,1969-12-31 16:00:00+00:00,case_8326
Fine Screens,1969-12-31 17:00:00+00:00,case_8326
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8326
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8326
Coarse Screens,1969-12-31 16:00:00+00:00,case_8225
Fine Screens,1969-12-31 17:00:00+00:00,case_8225
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8225
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8225
Coarse Screens,1969-12-31 16:00:00+00:00,case_256
Fine Screens,1969-12-31 17:00:00+00:00,case_256
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_256
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_256
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_256
Final Clarifier,1969-12-31 21:00:00+00:00,case_256
Chlorine Contact Basin,1969-12-31 22:00:00+00:00,case_256
Pond,1969-12-31 23:00:00+00:00,case_256
De-chlorination Pond,1970-01-01 00:00:00+00:00,case_256
Cascade Aerator,1970-01-01 01:00:00+00:00,case_256
Coarse Screens,1969-12-31 16:00:00+00:00,case_9573
Fine Screens,1969-12-31 17:00:00+00:00,case_9573
Compacted Screenings,1969-12-31 18:00:00+00:00,case_9573
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_9573
Coarse Screens,1969-12-31 16:00:00+00:00,case_3737
Fine Screens,1969-12-31 17:00:00+00:00,case_3737
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3737
Sludge Grinder,1969-12-31 19:00:00+00:00,case_3737
Blend Tank,1969-12-31 20:00:00+00:00,case_3737
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_3737
Storage Tank,1969-12-31 22:00:00+00:00,case_3737
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_3737
Coarse Screens,1969-12-31 16:00:00+00:00,case_3255
Fine Screens,1969-12-31 17:00:00+00:00,case_3255
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3255
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_3255
Wastewater Centrifuge De-watering Thickening,1969-12-31 20:00:00+00:00,case_3255
Blend Tank,1969-12-31 21:00:00+00:00,case_3255
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_3255
Storage Tank,1969-12-31 23:00:00+00:00,case_3255
Disposal to Landfill,1970-01-01 00:00:00+00:00,case_3255
Coarse Screens,1969-12-31 16:00:00+00:00,case_3159
Fine Screens,1969-12-31 17:00:00+00:00,case_3159
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3159
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3159
Coarse Screens,1969-12-31 16:00:00+00:00,case_3390
Fine Screens,1969-12-31 17:00:00+00:00,case_3390
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3390
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3390
Coarse Screens,1969-12-31 16:00:00+00:00,case_3495
Fine Screens,1969-12-31 17:00:00+00:00,case_3495
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3495
Sludge Grinder,1969-12-31 19:00:00+00:00,case_3495
Blend Tank,1969-12-31 20:00:00+00:00,case_3495
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_3495
Coarse Screens,1969-12-31 16:00:00+00:00,case_3945
Fine Screens,1969-12-31 17:00:00+00:00,case_3945
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3945
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_3945
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_3945
Final Clarifier,1969-12-31 21:00:00+00:00,case_3945
Chlorine Contact Basin,1969-12-31 22:00:00+00:00,case_3945
Pond,1969-12-31 23:00:00+00:00,case_3945
De-chlorination Pond,1970-01-01 00:00:00+00:00,case_3945
Cascade Aerator,1970-01-01 01:00:00+00:00,case_3945
Coarse Screens,1969-12-31 16:00:00+00:00,case_3759
Fine Screens,1969-12-31 17:00:00+00:00,case_3759
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3759
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3759
Coarse Screens,1969-12-31 16:00:00+00:00,case_5578
Fine Screens,1969-12-31 17:00:00+00:00,case_5578
Compacted Screenings,1969-12-31 18:00:00+00:00,case_5578
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_5578
Coarse Screens,1969-12-31 16:00:00+00:00,case_698
Fine Screens,1969-12-31 17:00:00+00:00,case_698
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_698
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_698
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_698
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_698
Final Clarifier,1969-12-31 22:00:00+00:00,case_698
Chlorine Contact Basin,1969-12-31 23:00:00+00:00,case_698
Pond,1970-01-01 00:00:00+00:00,case_698
De-chlorination Pond,1970-01-01 01:00:00+00:00,case_698
Cascade Aerator,1970-01-01 02:00:00+00:00,case_698
Coarse Screens,1969-12-31 16:00:00+00:00,case_1084
Fine Screens,1969-12-31 17:00:00+00:00,case_1084
Compacted Screenings,1969-12-31 18:00:00+00:00,case_1084
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_1084
Coarse Screens,1969-12-31 16:00:00+00:00,case_693
Fine Screens,1969-12-31 17:00:00+00:00,case_693
Compacted Screenings,1969-12-31 18:00:00+00:00,case_693
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_693
Coarse Screens,1969-12-31 16:00:00+00:00,case_3249
Fine Screens,1969-12-31 17:00:00+00:00,case_3249
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3249
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3249
Coarse Screens,1969-12-31 16:00:00+00:00,case_8508
Fine Screens,1969-12-31 17:00:00+00:00,case_8508
Compacted Screenings,1969-12-31 18:00:00+00:00,case_8508
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_8508
Coarse Screens,1969-12-31 16:00:00+00:00,case_1197
Fine Screens,1969-12-31 17:00:00+00:00,case_1197
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1197
Sludge Grinder,1969-12-31 19:00:00+00:00,case_1197
Blend Tank,1969-12-31 20:00:00+00:00,case_1197
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_1197
Coarse Screens,1969-12-31 16:00:00+00:00,case_3585
Fine Screens,1969-12-31 17:00:00+00:00,case_3585
Compacted Screenings,1969-12-31 18:00:00+00:00,case_3585
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_3585
Coarse Screens,1969-12-31 16:00:00+00:00,case_7553
Fine Screens,1969-12-31 17:00:00+00:00,case_7553
Compacted Screenings,1969-12-31 18:00:00+00:00,case_7553
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_7553
Coarse Screens,1969-12-31 16:00:00+00:00,case_1192
Fine Screens,1969-12-31 17:00:00+00:00,case_1192
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1192
Sludge Grinder,1969-12-31 19:00:00+00:00,case_1192
Blend Tank,1969-12-31 20:00:00+00:00,case_1192
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_1192
Storage Tank,1969-12-31 22:00:00+00:00,case_1192
Disposal to Landfill,1969-12-31 23:00:00+00:00,case_1192
Coarse Screens,1969-12-31 16:00:00+00:00,case_2163
Fine Screens,1969-12-31 17:00:00+00:00,case_2163
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2163
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2163
Coarse Screens,1969-12-31 16:00:00+00:00,case_1239
Fine Screens,1969-12-31 17:00:00+00:00,case_1239
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1239
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_1239
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_1239
Bio-reactor Tanks,1969-12-31 21:00:00+00:00,case_1239
Final Clarifier,1969-12-31 22:00:00+00:00,case_1239
Chlorine Contact Basin,1969-12-31 23:00:00+00:00,case_1239
Pond,1970-01-01 00:00:00+00:00,case_1239
De-chlorination Pond,1970-01-01 01:00:00+00:00,case_1239
Cascade Aerator,1970-01-01 02:00:00+00:00,case_1239
Coarse Screens,1969-12-31 16:00:00+00:00,case_2526
Fine Screens,1969-12-31 17:00:00+00:00,case_2526
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_2526
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_2526
Final Clarifier,1969-12-31 20:00:00+00:00,case_2526
Chlorine Contact Basin,1969-12-31 21:00:00+00:00,case_2526
Pond,1969-12-31 22:00:00+00:00,case_2526
De-chlorination Pond,1969-12-31 23:00:00+00:00,case_2526
Effluent Pumping Station,1970-01-01 00:00:00+00:00,case_2526
Coarse Screens,1969-12-31 16:00:00+00:00,case_7647
Fine Screens,1969-12-31 17:00:00+00:00,case_7647
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_7647
Sludge Grinder,1969-12-31 19:00:00+00:00,case_7647
Blend Tank,1969-12-31 20:00:00+00:00,case_7647
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_7647
Coarse Screens,1969-12-31 16:00:00+00:00,case_2643
Fine Screens,1969-12-31 17:00:00+00:00,case_2643
Compacted Screenings,1969-12-31 18:00:00+00:00,case_2643
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_2643
Coarse Screens,1969-12-31 16:00:00+00:00,case_1523
Fine Screens,1969-12-31 17:00:00+00:00,case_1523
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1523
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_1523
Wastewater Centrifuge De-watering Thickening,1969-12-31 20:00:00+00:00,case_1523
Blend Tank,1969-12-31 21:00:00+00:00,case_1523
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_1523
Coarse Screens,1969-12-31 16:00:00+00:00,case_6632
Fine Screens,1969-12-31 17:00:00+00:00,case_6632
Compacted Screenings,1969-12-31 18:00:00+00:00,case_6632
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_6632
Coarse Screens,1969-12-31 16:00:00+00:00,case_1902
Fine Screens,1969-12-31 17:00:00+00:00,case_1902
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_1902
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_1902
Bio-reactor Tanks,1969-12-31 20:00:00+00:00,case_1902
Final Clarifier,1969-12-31 21:00:00+00:00,case_1902
Chlorine Contact Basin,1969-12-31 22:00:00+00:00,case_1902
Pond,1969-12-31 23:00:00+00:00,case_1902
De-chlorination Pond,1970-01-01 00:00:00+00:00,case_1902
Cascade Aerator,1970-01-01 01:00:00+00:00,case_1902
Coarse Screens,1969-12-31 16:00:00+00:00,case_6802
Fine Screens,1969-12-31 17:00:00+00:00,case_6802
Compacted Screenings,1969-12-31 18:00:00+00:00,case_6802
Disposal to Landfill,1969-12-31 19:00:00+00:00,case_6802
Coarse Screens,1969-12-31 16:00:00+00:00,case_8727
Fine Screens,1969-12-31 17:00:00+00:00,case_8727
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_8727
Sludge Grinder,1969-12-31 19:00:00+00:00,case_8727
Blend Tank,1969-12-31 20:00:00+00:00,case_8727
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_8727
Coarse Screens,1969-12-31 16:00:00+00:00,case_3831
Fine Screens,1969-12-31 17:00:00+00:00,case_3831
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3831
Bio-reactor Tanks,1969-12-31 19:00:00+00:00,case_3831
Gravity Thickening,1969-12-31 20:00:00+00:00,case_3831
Blend Tank,1969-12-31 21:00:00+00:00,case_3831
Anaerobic Digester,1969-12-31 22:00:00+00:00,case_3831
Storage Tank,1969-12-31 23:00:00+00:00,case_3831
Disposal to Landfill,1970-01-01 00:00:00+00:00,case_3831
Coarse Screens,1969-12-31 16:00:00+00:00,case_186
Fine Screens,1969-12-31 17:00:00+00:00,case_186
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_186
Sludge Grinder,1969-12-31 19:00:00+00:00,case_186
Blend Tank,1969-12-31 20:00:00+00:00,case_186
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_186
Coarse Screens,1969-12-31 16:00:00+00:00,case_3695
Fine Screens,1969-12-31 17:00:00+00:00,case_3695
Primary Clarifiers,1969-12-31 18:00:00+00:00,case_3695
Sludge Grinder,1969-12-31 19:00:00+00:00,case_3695
Blend Tank,1969-12-31 20:00:00+00:00,case_3695
Anaerobic Digester,1969-12-31 21:00:00+00:00,case_3695
Coarse Screens,1969-12-31 16:00:00+00:00,case_4210
Fine Screens,1969-12-31 17:00:00+00:00,case_4210
