activity,lifecycle:transition,timestamp,case
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_2720
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_2720
Fine Screens,start,1969-12-31 16:35:00+00:00,case_2720
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_2720
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_2720
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_2720
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_2720
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_2720
Blend Tank,start,1969-12-31 18:33:00+00:00,case_2720
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_2720
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_2720
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_2720
Storage Tank,start,1969-12-31 20:43:00+00:00,case_2720
Storage Tank,complete,1969-12-31 21:28:00+00:00,case_2720
Disposal to Landfill,start,1969-12-31 21:33:00+00:00,case_2720
Disposal to Landfill,complete,1969-12-31 21:53:00+00:00,case_2720
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_4629
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_4629
Fine Screens,start,1969-12-31 16:35:00+00:00,case_4629
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_4629
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_4629
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_4629
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_4629
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_4629
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_408
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_408
Fine Screens,start,1969-12-31 16:35:00+00:00,case_408
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_408
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_408
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_408
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_408
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_408
Final Clarifier,start,1969-12-31 18:51:00+00:00,case_408
Final Clarifier,complete,1969-12-31 19:21:00+00:00,case_408
Chlorine Contact Basin,start,1969-12-31 19:26:00+00:00,case_408
Chlorine Contact Basin,complete,1969-12-31 19:56:00+00:00,case_408
Pond,start,1969-12-31 20:01:00+00:00,case_408
Pond,complete,1969-12-31 20:21:00+00:00,case_408
De-chlorination Pond,start,1969-12-31 20:31:00+00:00,case_408
De-chlorination Pond,complete,1969-12-31 21:11:00+00:00,case_408
Cascade Aerator,start,1969-12-31 21:31:00+00:00,case_408
Cascade Aerator,complete,1969-12-31 22:01:00+00:00,case_408
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_3072
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_3072
Fine Screens,start,1969-12-31 16:35:00+00:00,case_3072
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_3072
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_3072
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_3072
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_3072
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_3072
Blend Tank,start,1969-12-31 18:33:00+00:00,case_3072
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_3072
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_3072
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_3072
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_446
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_446
Fine Screens,start,1969-12-31 16:35:00+00:00,case_446
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_446
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_446
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_446
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_446
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_446
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_2782
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_2782
Fine Screens,start,1969-12-31 16:35:00+00:00,case_2782
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_2782
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_2782
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_2782
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_2782
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_2782
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_2782
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_2782
Bio-reactor Tanks,start,1969-12-31 19:51:00+00:00,case_2782
Bio-reactor Tanks,complete,1969-12-31 20:41:00+00:00,case_2782
Bio-reactor Tanks,start,1969-12-31 20:51:00+00:00,case_2782
Bio-reactor Tanks,complete,1969-12-31 21:41:00+00:00,case_2782
Bio-reactor Tanks,start,1969-12-31 21:51:00+00:00,case_2782
Bio-reactor Tanks,complete,1969-12-31 22:41:00+00:00,case_2782
Dissolved-Air Flotation Thickening,start,1969-12-31 22:51:00+00:00,case_2782
Dissolved-Air Flotation Thickening,complete,1970-01-01 00:11:00+00:00,case_2782
Blend Tank,start,1970-01-01 00:31:00+00:00,case_2782
Blend Tank,complete,1970-01-01 01:41:00+00:00,case_2782
Anaerobic Digester,start,1970-01-01 01:56:00+00:00,case_2782
Anaerobic Digester,complete,1970-01-01 02:26:00+00:00,case_2782
Storage Tank,start,1970-01-01 02:41:00+00:00,case_2782
Storage Tank,complete,1970-01-01 03:26:00+00:00,case_2782
Disposal to Landfill,start,1970-01-01 03:31:00+00:00,case_2782
Disposal to Landfill,complete,1970-01-01 03:51:00+00:00,case_2782
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_3909
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_3909
Fine Screens,start,1969-12-31 16:35:00+00:00,case_3909
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_3909
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_3909
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_3909
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_3909
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_3909
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_3909
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_3909
Bio-reactor Tanks,start,1969-12-31 19:51:00+00:00,case_3909
Bio-reactor Tanks,complete,1969-12-31 20:41:00+00:00,case_3909
Bio-reactor Tanks,start,1969-12-31 20:51:00+00:00,case_3909
Bio-reactor Tanks,complete,1969-12-31 21:41:00+00:00,case_3909
Final Clarifier,start,1969-12-31 21:51:00+00:00,case_3909
Final Clarifier,complete,1969-12-31 22:21:00+00:00,case_3909
Chlorine Contact Basin,start,1969-12-31 22:26:00+00:00,case_3909
Chlorine Contact Basin,complete,1969-12-31 22:56:00+00:00,case_3909
Pond,start,1969-12-31 23:01:00+00:00,case_3909
Pond,complete,1969-12-31 23:21:00+00:00,case_3909
De-chlorination Pond,start,1969-12-31 23:31:00+00:00,case_3909
De-chlorination Pond,complete,1970-01-01 00:11:00+00:00,case_3909
Effluent Pumping Station,start,1970-01-01 00:31:00+00:00,case_3909
Effluent Pumping Station,complete,1970-01-01 01:21:00+00:00,case_3909
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_2704
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_2704
Fine Screens,start,1969-12-31 16:35:00+00:00,case_2704
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_2704
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_2704
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_2704
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_2704
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_2704
Dissolved-Air Flotation Thickening,start,1969-12-31 18:51:00+00:00,case_2704
Dissolved-Air Flotation Thickening,complete,1969-12-31 20:11:00+00:00,case_2704
Blend Tank,start,1969-12-31 20:31:00+00:00,case_2704
Blend Tank,complete,1969-12-31 21:41:00+00:00,case_2704
Anaerobic Digester,start,1969-12-31 21:56:00+00:00,case_2704
Anaerobic Digester,complete,1969-12-31 22:26:00+00:00,case_2704
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_3202
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_3202
Fine Screens,start,1969-12-31 16:35:00+00:00,case_3202
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_3202
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_3202
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_3202
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_3202
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_3202
Blend Tank,start,1969-12-31 18:33:00+00:00,case_3202
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_3202
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_3202
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_3202
Storage Tank,start,1969-12-31 20:43:00+00:00,case_3202
Storage Tank,complete,1969-12-31 21:28:00+00:00,case_3202
Disposal to Landfill,start,1969-12-31 21:33:00+00:00,case_3202
Disposal to Landfill,complete,1969-12-31 21:53:00+00:00,case_3202
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_370
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_370
Fine Screens,start,1969-12-31 16:35:00+00:00,case_370
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_370
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_370
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_370
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_370
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_370
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_1784
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_1784
Fine Screens,start,1969-12-31 16:35:00+00:00,case_1784
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_1784
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_1784
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_1784
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_1784
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_1784
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_3933
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_3933
Fine Screens,start,1969-12-31 16:35:00+00:00,case_3933
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_3933
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_3933
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_3933
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_3933
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_3933
Blend Tank,start,1969-12-31 18:33:00+00:00,case_3933
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_3933
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_3933
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_3933
Storage Tank,start,1969-12-31 20:43:00+00:00,case_3933
Storage Tank,complete,1969-12-31 21:28:00+00:00,case_3933
Disposal to Landfill,start,1969-12-31 21:33:00+00:00,case_3933
Disposal to Landfill,complete,1969-12-31 21:53:00+00:00,case_3933
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_1645
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_1645
Fine Screens,start,1969-12-31 16:35:00+00:00,case_1645
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_1645
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_1645
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_1645
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_1645
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_1645
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_3951
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_3951
Fine Screens,start,1969-12-31 16:35:00+00:00,case_3951
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_3951
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_3951
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_3951
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_3951
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_3951
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_1825
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_1825
Fine Screens,start,1969-12-31 16:35:00+00:00,case_1825
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_1825
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_1825
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_1825
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_1825
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_1825
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_2992
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_2992
Fine Screens,start,1969-12-31 16:35:00+00:00,case_2992
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_2992
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_2992
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_2992
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_2992
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_2992
Blend Tank,start,1969-12-31 18:33:00+00:00,case_2992
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_2992
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_2992
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_2992
Storage Tank,start,1969-12-31 20:43:00+00:00,case_2992
Storage Tank,complete,1969-12-31 21:28:00+00:00,case_2992
Disposal to Landfill,start,1969-12-31 21:33:00+00:00,case_2992
Disposal to Landfill,complete,1969-12-31 21:53:00+00:00,case_2992
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_4071
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_4071
Fine Screens,start,1969-12-31 16:35:00+00:00,case_4071
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_4071
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_4071
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_4071
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_4071
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_4071
Final Clarifier,start,1969-12-31 18:51:00+00:00,case_4071
Final Clarifier,complete,1969-12-31 19:21:00+00:00,case_4071
Chlorine Contact Basin,start,1969-12-31 19:26:00+00:00,case_4071
Chlorine Contact Basin,complete,1969-12-31 19:56:00+00:00,case_4071
Pond,start,1969-12-31 20:01:00+00:00,case_4071
Pond,complete,1969-12-31 20:21:00+00:00,case_4071
De-chlorination Pond,start,1969-12-31 20:31:00+00:00,case_4071
De-chlorination Pond,complete,1969-12-31 21:11:00+00:00,case_4071
Effluent Pumping Station,start,1969-12-31 21:31:00+00:00,case_4071
Effluent Pumping Station,complete,1969-12-31 22:21:00+00:00,case_4071
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_2276
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_2276
Fine Screens,start,1969-12-31 16:35:00+00:00,case_2276
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_2276
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_2276
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_2276
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_2276
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_2276
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_3143
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_3143
Fine Screens,start,1969-12-31 16:35:00+00:00,case_3143
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_3143
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_3143
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_3143
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_3143
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_3143
Blend Tank,start,1969-12-31 18:33:00+00:00,case_3143
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_3143
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_3143
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_3143
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_654
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_654
Fine Screens,start,1969-12-31 16:35:00+00:00,case_654
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_654
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_654
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_654
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_654
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_654
Final Clarifier,start,1969-12-31 18:51:00+00:00,case_654
Final Clarifier,complete,1969-12-31 19:21:00+00:00,case_654
Chlorine Contact Basin,start,1969-12-31 19:26:00+00:00,case_654
Chlorine Contact Basin,complete,1969-12-31 19:56:00+00:00,case_654
Pond,start,1969-12-31 20:01:00+00:00,case_654
Pond,complete,1969-12-31 20:21:00+00:00,case_654
De-chlorination Pond,start,1969-12-31 20:31:00+00:00,case_654
De-chlorination Pond,complete,1969-12-31 21:11:00+00:00,case_654
Effluent Pumping Station,start,1969-12-31 21:31:00+00:00,case_654
Effluent Pumping Station,complete,1969-12-31 22:21:00+00:00,case_654
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_1530
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_1530
Fine Screens,start,1969-12-31 16:35:00+00:00,case_1530
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_1530
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_1530
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_1530
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_1530
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_1530
Gravity Thickening,start,1969-12-31 18:51:00+00:00,case_1530
Gravity Thickening,complete,1969-12-31 19:31:00+00:00,case_1530
Blend Tank,start,1969-12-31 19:34:00+00:00,case_1530
Blend Tank,complete,1969-12-31 20:44:00+00:00,case_1530
Anaerobic Digester,start,1969-12-31 20:59:00+00:00,case_1530
Anaerobic Digester,complete,1969-12-31 21:29:00+00:00,case_1530
Storage Tank,start,1969-12-31 21:44:00+00:00,case_1530
Storage Tank,complete,1969-12-31 22:29:00+00:00,case_1530
Disposal to Landfill,start,1969-12-31 22:34:00+00:00,case_1530
Disposal to Landfill,complete,1969-12-31 22:54:00+00:00,case_1530
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_1853
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_1853
Fine Screens,start,1969-12-31 16:35:00+00:00,case_1853
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_1853
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_1853
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_1853
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_1853
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_1853
Blend Tank,start,1969-12-31 18:33:00+00:00,case_1853
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_1853
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_1853
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_1853
Storage Tank,start,1969-12-31 20:43:00+00:00,case_1853
Storage Tank,complete,1969-12-31 21:28:00+00:00,case_1853
Disposal to Landfill,start,1969-12-31 21:33:00+00:00,case_1853
Disposal to Landfill,complete,1969-12-31 21:53:00+00:00,case_1853
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_4625
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_4625
Fine Screens,start,1969-12-31 16:35:00+00:00,case_4625
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_4625
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_4625
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_4625
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_4625
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_4625
Final Clarifier,start,1969-12-31 18:51:00+00:00,case_4625
Final Clarifier,complete,1969-12-31 19:21:00+00:00,case_4625
Chlorine Contact Basin,start,1969-12-31 19:26:00+00:00,case_4625
Chlorine Contact Basin,complete,1969-12-31 19:56:00+00:00,case_4625
Pond,start,1969-12-31 20:01:00+00:00,case_4625
Pond,complete,1969-12-31 20:21:00+00:00,case_4625
De-chlorination Pond,start,1969-12-31 20:31:00+00:00,case_4625
De-chlorination Pond,complete,1969-12-31 21:11:00+00:00,case_4625
Cascade Aerator,start,1969-12-31 21:31:00+00:00,case_4625
Cascade Aerator,complete,1969-12-31 22:01:00+00:00,case_4625
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_807
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_807
Fine Screens,start,1969-12-31 16:35:00+00:00,case_807
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_807
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_807
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_807
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_807
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_807
Blend Tank,start,1969-12-31 18:33:00+00:00,case_807
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_807
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_807
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_807
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_3843
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_3843
Fine Screens,start,1969-12-31 16:35:00+00:00,case_3843
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_3843
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_3843
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_3843
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_3843
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_3843
Dissolved-Air Flotation Thickening,start,1969-12-31 18:51:00+00:00,case_3843
Dissolved-Air Flotation Thickening,complete,1969-12-31 20:11:00+00:00,case_3843
Blend Tank,start,1969-12-31 20:31:00+00:00,case_3843
Blend Tank,complete,1969-12-31 21:41:00+00:00,case_3843
Anaerobic Digester,start,1969-12-31 21:56:00+00:00,case_3843
Anaerobic Digester,complete,1969-12-31 22:26:00+00:00,case_3843
Storage Tank,start,1969-12-31 22:41:00+00:00,case_3843
Storage Tank,complete,1969-12-31 23:26:00+00:00,case_3843
Disposal to Landfill,start,1969-12-31 23:31:00+00:00,case_3843
Disposal to Landfill,complete,1969-12-31 23:51:00+00:00,case_3843
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_4215
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_4215
Fine Screens,start,1969-12-31 16:35:00+00:00,case_4215
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_4215
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_4215
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_4215
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_4215
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_4215
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_4990
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_4990
Fine Screens,start,1969-12-31 16:35:00+00:00,case_4990
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_4990
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_4990
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_4990
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_4990
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_4990
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_4990
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_4990
Bio-reactor Tanks,start,1969-12-31 19:51:00+00:00,case_4990
Bio-reactor Tanks,complete,1969-12-31 20:41:00+00:00,case_4990
Dissolved-Air Flotation Thickening,start,1969-12-31 20:51:00+00:00,case_4990
Dissolved-Air Flotation Thickening,complete,1969-12-31 22:11:00+00:00,case_4990
Blend Tank,start,1969-12-31 22:31:00+00:00,case_4990
Blend Tank,complete,1969-12-31 23:41:00+00:00,case_4990
Anaerobic Digester,start,1969-12-31 23:56:00+00:00,case_4990
Anaerobic Digester,complete,1970-01-01 00:26:00+00:00,case_4990
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_3090
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_3090
Fine Screens,start,1969-12-31 16:35:00+00:00,case_3090
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_3090
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_3090
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_3090
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_3090
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_3090
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_4987
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_4987
Fine Screens,start,1969-12-31 16:35:00+00:00,case_4987
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_4987
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_4987
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_4987
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_4987
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_4987
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_1187
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_1187
Fine Screens,start,1969-12-31 16:35:00+00:00,case_1187
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_1187
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_1187
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_1187
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_1187
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_1187
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_4425
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_4425
Fine Screens,start,1969-12-31 16:35:00+00:00,case_4425
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_4425
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_4425
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_4425
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_4425
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_4425
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_2834
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_2834
Fine Screens,start,1969-12-31 16:35:00+00:00,case_2834
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_2834
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_2834
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_2834
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_2834
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_2834
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_1059
