activity,lifecycle:transition,timestamp,case
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_479
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_479
Final Clarifier,start,1969-12-31 19:51:00+00:00,case_479
Final Clarifier,complete,1969-12-31 20:21:00+00:00,case_479
Chlorine Contact Basin,start,1969-12-31 20:26:00+00:00,case_479
Chlorine Contact Basin,complete,1969-12-31 20:56:00+00:00,case_479
Pond,start,1969-12-31 21:01:00+00:00,case_479
Pond,complete,1969-12-31 21:21:00+00:00,case_479
De-chlorination Pond,start,1969-12-31 21:31:00+00:00,case_479
De-chlorination Pond,complete,1969-12-31 22:11:00+00:00,case_479
Cascade Aerator,start,1969-12-31 22:31:00+00:00,case_479
Cascade Aerator,complete,1969-12-31 23:01:00+00:00,case_479
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_951
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_951
Fine Screens,start,1969-12-31 16:35:00+00:00,case_951
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_951
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_951
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_951
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_951
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_951
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_174
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_174
Fine Screens,start,1969-12-31 16:35:00+00:00,case_174
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_174
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_174
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_174
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_174
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_174
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_174
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_174
Final Clarifier,start,1969-12-31 19:51:00+00:00,case_174
Final Clarifier,complete,1969-12-31 20:21:00+00:00,case_174
Chlorine Contact Basin,start,1969-12-31 20:26:00+00:00,case_174
Chlorine Contact Basin,complete,1969-12-31 20:56:00+00:00,case_174
Pond,start,1969-12-31 21:01:00+00:00,case_174
Pond,complete,1969-12-31 21:21:00+00:00,case_174
De-chlorination Pond,start,1969-12-31 21:31:00+00:00,case_174
De-chlorination Pond,complete,1969-12-31 22:11:00+00:00,case_174
Cascade Aerator,start,1969-12-31 22:31:00+00:00,case_174
Cascade Aerator,complete,1969-12-31 23:01:00+00:00,case_174
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_805
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_805
Fine Screens,start,1969-12-31 16:35:00+00:00,case_805
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_805
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_805
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_805
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_805
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_805
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_805
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_805
Bio-reactor Tanks,start,1969-12-31 19:51:00+00:00,case_805
Bio-reactor Tanks,complete,1969-12-31 20:41:00+00:00,case_805
Gravity Thickening,start,1969-12-31 20:51:00+00:00,case_805
Gravity Thickening,complete,1969-12-31 21:31:00+00:00,case_805
Blend Tank,start,1969-12-31 21:34:00+00:00,case_805
Blend Tank,complete,1969-12-31 22:44:00+00:00,case_805
Anaerobic Digester,start,1969-12-31 22:59:00+00:00,case_805
Anaerobic Digester,complete,1969-12-31 23:29:00+00:00,case_805
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_51
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_51
Fine Screens,start,1969-12-31 16:35:00+00:00,case_51
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_51
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_51
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_51
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_51
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_51
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_346
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_346
Fine Screens,start,1969-12-31 16:35:00+00:00,case_346
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_346
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_346
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_346
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_346
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_346
Wastewater Centrifuge De-watering Thickening,start,1969-12-31 18:51:00+00:00,case_346
Wastewater Centrifuge De-watering Thickening,complete,1969-12-31 19:51:00+00:00,case_346
Blend Tank,start,1969-12-31 20:01:00+00:00,case_346
Blend Tank,complete,1969-12-31 21:11:00+00:00,case_346
Anaerobic Digester,start,1969-12-31 21:26:00+00:00,case_346
Anaerobic Digester,complete,1969-12-31 21:56:00+00:00,case_346
Storage Tank,start,1969-12-31 22:11:00+00:00,case_346
Storage Tank,complete,1969-12-31 22:56:00+00:00,case_346
Disposal to Landfill,start,1969-12-31 23:01:00+00:00,case_346
Disposal to Landfill,complete,1969-12-31 23:21:00+00:00,case_346
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_528
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_528
Fine Screens,start,1969-12-31 16:35:00+00:00,case_528
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_528
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_528
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_528
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_528
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_528
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_156
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_156
Fine Screens,start,1969-12-31 16:35:00+00:00,case_156
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_156
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_156
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_156
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_156
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_156
Blend Tank,start,1969-12-31 18:33:00+00:00,case_156
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_156
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_156
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_156
Storage Tank,start,1969-12-31 20:43:00+00:00,case_156
Storage Tank,complete,1969-12-31 21:28:00+00:00,case_156
Disposal to Landfill,start,1969-12-31 21:33:00+00:00,case_156
Disposal to Landfill,complete,1969-12-31 21:53:00+00:00,case_156
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_278
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_278
Fine Screens,start,1969-12-31 16:35:00+00:00,case_278
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_278
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_278
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_278
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_278
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_278
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_189
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_189
Fine Screens,start,1969-12-31 16:35:00+00:00,case_189
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_189
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_189
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_189
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_189
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_189
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_189
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_189
Final Clarifier,start,1969-12-31 19:51:00+00:00,case_189
Final Clarifier,complete,1969-12-31 20:21:00+00:00,case_189
Chlorine Contact Basin,start,1969-12-31 20:26:00+00:00,case_189
Chlorine Contact Basin,complete,1969-12-31 20:56:00+00:00,case_189
Pond,start,1969-12-31 21:01:00+00:00,case_189
Pond,complete,1969-12-31 21:21:00+00:00,case_189
De-chlorination Pond,start,1969-12-31 21:31:00+00:00,case_189
De-chlorination Pond,complete,1969-12-31 22:11:00+00:00,case_189
Cascade Aerator,start,1969-12-31 22:31:00+00:00,case_189
Cascade Aerator,complete,1969-12-31 23:01:00+00:00,case_189
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_15
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_15
Fine Screens,start,1969-12-31 16:35:00+00:00,case_15
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_15
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_15
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_15
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_15
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_15
Blend Tank,start,1969-12-31 18:33:00+00:00,case_15
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_15
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_15
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_15
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_35
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_35
Fine Screens,start,1969-12-31 16:35:00+00:00,case_35
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_35
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_35
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_35
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_35
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_35
Blend Tank,start,1969-12-31 18:33:00+00:00,case_35
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_35
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_35
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_35
Storage Tank,start,1969-12-31 20:43:00+00:00,case_35
Storage Tank,complete,1969-12-31 21:28:00+00:00,case_35
Disposal to Landfill,start,1969-12-31 21:33:00+00:00,case_35
Disposal to Landfill,complete,1969-12-31 21:53:00+00:00,case_35
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_285
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_285
Fine Screens,start,1969-12-31 16:35:00+00:00,case_285
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_285
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_285
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_285
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_285
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_285
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_285
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_285
Bio-reactor Tanks,start,1969-12-31 19:51:00+00:00,case_285
Bio-reactor Tanks,complete,1969-12-31 20:41:00+00:00,case_285
Final Clarifier,start,1969-12-31 20:51:00+00:00,case_285
Final Clarifier,complete,1969-12-31 21:21:00+00:00,case_285
Chlorine Contact Basin,start,1969-12-31 21:26:00+00:00,case_285
Chlorine Contact Basin,complete,1969-12-31 21:56:00+00:00,case_285
Pond,start,1969-12-31 22:01:00+00:00,case_285
Pond,complete,1969-12-31 22:21:00+00:00,case_285
De-chlorination Pond,start,1969-12-31 22:31:00+00:00,case_285
De-chlorination Pond,complete,1969-12-31 23:11:00+00:00,case_285
Cascade Aerator,start,1969-12-31 23:31:00+00:00,case_285
Cascade Aerator,complete,1970-01-01 00:01:00+00:00,case_285
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_525
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_525
Fine Screens,start,1969-12-31 16:35:00+00:00,case_525
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_525
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_525
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_525
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_525
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_525
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_660
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_660
Fine Screens,start,1969-12-31 16:35:00+00:00,case_660
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_660
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_660
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_660
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_660
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_660
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_92
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_92
Fine Screens,start,1969-12-31 16:35:00+00:00,case_92
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_92
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_92
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_92
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_92
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_92
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_955
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_955
Fine Screens,start,1969-12-31 16:35:00+00:00,case_955
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_955
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_955
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_955
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_955
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_955
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_955
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_955
Bio-reactor Tanks,start,1969-12-31 19:51:00+00:00,case_955
Bio-reactor Tanks,complete,1969-12-31 20:41:00+00:00,case_955
Gravity Thickening,start,1969-12-31 20:51:00+00:00,case_955
Gravity Thickening,complete,1969-12-31 21:31:00+00:00,case_955
Blend Tank,start,1969-12-31 21:34:00+00:00,case_955
Blend Tank,complete,1969-12-31 22:44:00+00:00,case_955
Anaerobic Digester,start,1969-12-31 22:59:00+00:00,case_955
Anaerobic Digester,complete,1969-12-31 23:29:00+00:00,case_955
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_224
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_224
Fine Screens,start,1969-12-31 16:35:00+00:00,case_224
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_224
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_224
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_224
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_224
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_224
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_425
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_425
Fine Screens,start,1969-12-31 16:35:00+00:00,case_425
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_425
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_425
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_425
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_425
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_425
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_587
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_587
Fine Screens,start,1969-12-31 16:35:00+00:00,case_587
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_587
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_587
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_587
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_587
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_587
Blend Tank,start,1969-12-31 18:33:00+00:00,case_587
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_587
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_587
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_587
Storage Tank,start,1969-12-31 20:43:00+00:00,case_587
Storage Tank,complete,1969-12-31 21:28:00+00:00,case_587
Disposal to Landfill,start,1969-12-31 21:33:00+00:00,case_587
Disposal to Landfill,complete,1969-12-31 21:53:00+00:00,case_587
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_969
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_969
Fine Screens,start,1969-12-31 16:35:00+00:00,case_969
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_969
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_969
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_969
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_969
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_969
Dissolved-Air Flotation Thickening,start,1969-12-31 18:51:00+00:00,case_969
Dissolved-Air Flotation Thickening,complete,1969-12-31 20:11:00+00:00,case_969
Blend Tank,start,1969-12-31 20:31:00+00:00,case_969
Blend Tank,complete,1969-12-31 21:41:00+00:00,case_969
Anaerobic Digester,start,1969-12-31 21:56:00+00:00,case_969
Anaerobic Digester,complete,1969-12-31 22:26:00+00:00,case_969
Storage Tank,start,1969-12-31 22:41:00+00:00,case_969
Storage Tank,complete,1969-12-31 23:26:00+00:00,case_969
Disposal to Landfill,start,1969-12-31 23:31:00+00:00,case_969
Disposal to Landfill,complete,1969-12-31 23:51:00+00:00,case_969
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_676
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_676
Fine Screens,start,1969-12-31 16:35:00+00:00,case_676
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_676
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_676
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_676
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_676
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_676
Blend Tank,start,1969-12-31 18:33:00+00:00,case_676
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_676
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_676
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_676
Storage Tank,start,1969-12-31 20:43:00+00:00,case_676
Storage Tank,complete,1969-12-31 21:28:00+00:00,case_676
Disposal to Landfill,start,1969-12-31 21:33:00+00:00,case_676
Disposal to Landfill,complete,1969-12-31 21:53:00+00:00,case_676
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_389
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_389
Fine Screens,start,1969-12-31 16:35:00+00:00,case_389
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_389
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_389
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_389
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_389
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_389
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_832
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_832
Fine Screens,start,1969-12-31 16:35:00+00:00,case_832
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_832
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_832
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_832
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_832
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_832
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_858
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_858
Fine Screens,start,1969-12-31 16:35:00+00:00,case_858
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_858
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_858
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_858
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_858
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_858
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_470
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_470
Fine Screens,start,1969-12-31 16:35:00+00:00,case_470
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_470
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_470
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_470
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_470
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_470
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_651
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_651
Fine Screens,start,1969-12-31 16:35:00+00:00,case_651
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_651
Compacted Screenings,start,1969-12-31 17:21:00+00:00,case_651
Compacted Screenings,complete,1969-12-31 17:51:00+00:00,case_651
Disposal to Landfill,start,1969-12-31 17:56:00+00:00,case_651
Disposal to Landfill,complete,1969-12-31 18:16:00+00:00,case_651
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_427
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_427
Fine Screens,start,1969-12-31 16:35:00+00:00,case_427
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_427
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_427
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_427
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_427
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_427
Bio-reactor Tanks,start,1969-12-31 18:51:00+00:00,case_427
Bio-reactor Tanks,complete,1969-12-31 19:41:00+00:00,case_427
Bio-reactor Tanks,start,1969-12-31 19:51:00+00:00,case_427
Bio-reactor Tanks,complete,1969-12-31 20:41:00+00:00,case_427
Final Clarifier,start,1969-12-31 20:51:00+00:00,case_427
Final Clarifier,complete,1969-12-31 21:21:00+00:00,case_427
Chlorine Contact Basin,start,1969-12-31 21:26:00+00:00,case_427
Chlorine Contact Basin,complete,1969-12-31 21:56:00+00:00,case_427
Pond,start,1969-12-31 22:01:00+00:00,case_427
Pond,complete,1969-12-31 22:21:00+00:00,case_427
De-chlorination Pond,start,1969-12-31 22:31:00+00:00,case_427
De-chlorination Pond,complete,1969-12-31 23:11:00+00:00,case_427
Cascade Aerator,start,1969-12-31 23:31:00+00:00,case_427
Cascade Aerator,complete,1970-01-01 00:01:00+00:00,case_427
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_17
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_17
Fine Screens,start,1969-12-31 16:35:00+00:00,case_17
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_17
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_17
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_17
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_17
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_17
Blend Tank,start,1969-12-31 18:33:00+00:00,case_17
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_17
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_17
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_17
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_633
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_633
Fine Screens,start,1969-12-31 16:35:00+00:00,case_633
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_633
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_633
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_633
Sludge Grinder,start,1969-12-31 17:51:00+00:00,case_633
Sludge Grinder,complete,1969-12-31 18:26:00+00:00,case_633
Blend Tank,start,1969-12-31 18:33:00+00:00,case_633
Blend Tank,complete,1969-12-31 19:43:00+00:00,case_633
Anaerobic Digester,start,1969-12-31 19:58:00+00:00,case_633
Anaerobic Digester,complete,1969-12-31 20:28:00+00:00,case_633
Storage Tank,start,1969-12-31 20:43:00+00:00,case_633
Storage Tank,complete,1969-12-31 21:28:00+00:00,case_633
Disposal to Landfill,start,1969-12-31 21:33:00+00:00,case_633
Disposal to Landfill,complete,1969-12-31 21:53:00+00:00,case_633
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_605
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_605
Fine Screens,start,1969-12-31 16:35:00+00:00,case_605
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_605
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_605
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_605
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_605
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_605
Wastewater Centrifuge De-watering Thickening,start,1969-12-31 18:51:00+00:00,case_605
Wastewater Centrifuge De-watering Thickening,complete,1969-12-31 19:51:00+00:00,case_605
Blend Tank,start,1969-12-31 20:01:00+00:00,case_605
Blend Tank,complete,1969-12-31 21:11:00+00:00,case_605
Anaerobic Digester,start,1969-12-31 21:26:00+00:00,case_605
Anaerobic Digester,complete,1969-12-31 21:56:00+00:00,case_605
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_815
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_815
Fine Screens,start,1969-12-31 16:35:00+00:00,case_815
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_815
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_815
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_815
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_815
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_815
Wastewater Centrifuge De-watering Thickening,start,1969-12-31 18:51:00+00:00,case_815
Wastewater Centrifuge De-watering Thickening,complete,1969-12-31 19:51:00+00:00,case_815
Blend Tank,start,1969-12-31 20:01:00+00:00,case_815
Blend Tank,complete,1969-12-31 21:11:00+00:00,case_815
Anaerobic Digester,start,1969-12-31 21:26:00+00:00,case_815
Anaerobic Digester,complete,1969-12-31 21:56:00+00:00,case_815
Coarse Screens,start,1969-12-31 16:00:00+00:00,case_262
Coarse Screens,complete,1969-12-31 16:30:00+00:00,case_262
Fine Screens,start,1969-12-31 16:35:00+00:00,case_262
Fine Screens,complete,1969-12-31 17:15:00+00:00,case_262
Primary Clarifiers,start,1969-12-31 17:21:00+00:00,case_262
Primary Clarifiers,complete,1969-12-31 17:41:00+00:00,case_262
Bio-reactor Tanks,start,1969-12-31 17:51:00+00:00,case_262
Bio-reactor Tanks,complete,1969-12-31 18:41:00+00:00,case_262
Final Clarifier,start,1969-12-31 18:51:00+00:00,case_262
Final Clarifier,complete,1969-12-31 19:21:00+00:00,case_262
Chlorine Contact Basin,start,1969-12-31 19:26:00+00:00,case_262
Chlorine Contact Basin,complete,1969-12-31 19:56:00+00:00,case_262
Pond,start,1969-12-31 20:01:00+00:00,case_262
Pond,complete,1969-12-31 20:21:00+00:00,case_262
De-chlorination Pond,start,1969-12-31 20:31:00+00:00,case_262
De-chlorination Pond,complete,1969-12-31 21:11:00+00:00,case_262
Cascade Aerator,start,1969-12-31 21:31:00+00:00,case_262
